criterion,max_depth,max_features,min_samples_leaf,min_samples_split,splitter,mean_test_score,std_test_score,rank_test_score
gini,100,,10,100,best,0.680952380952381,0.08192690730516787,42
gini,100,,10,100,random,0.6047619047619047,0.07911070345636263,362
gini,100,,50,2,best,0.6666666666666667,0.07221786137191953,113
gini,100,,50,2,random,0.5,0.0,513
gini,100,,50,5,best,0.6666666666666667,0.07221786137191953,113
gini,100,,50,5,random,0.5,0.0,513
gini,100,,50,10,best,0.6666666666666667,0.07221786137191953,113
gini,100,,50,10,random,0.5,0.0,513
gini,100,,50,100,best,0.6666666666666667,0.07221786137191953,113
gini,100,,50,100,random,0.5,0.0,513
gini,100,,100,2,best,0.5,0.0,513
gini,100,,100,2,random,0.5,0.0,513
gini,100,,100,5,best,0.5,0.0,513
gini,100,,100,5,random,0.5,0.0,513
gini,100,,100,10,best,0.5,0.0,513
gini,100,,100,10,random,0.5,0.0,513
gini,100,,100,100,best,0.5,0.0,513
gini,100,,100,100,random,0.5,0.0,513
entropy,1,sqrt,1,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,1,2,random,0.5,0.0,513
entropy,1,sqrt,1,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,1,5,random,0.5,0.0,513
entropy,1,sqrt,1,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,1,10,random,0.5,0.0,513
entropy,1,sqrt,1,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,1,100,random,0.5,0.0,513
entropy,1,sqrt,5,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,5,2,random,0.5,0.0,513
entropy,1,sqrt,5,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,5,5,random,0.5,0.0,513
entropy,1,sqrt,5,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,5,10,random,0.5,0.0,513
entropy,1,sqrt,5,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,5,100,random,0.5,0.0,513
entropy,1,sqrt,10,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,10,2,random,0.5,0.0,513
entropy,1,sqrt,10,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,10,5,random,0.5,0.0,513
entropy,1,sqrt,10,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,10,10,random,0.5,0.0,513
entropy,1,sqrt,10,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,sqrt,10,100,random,0.5,0.0,513
entropy,1,sqrt,50,2,best,0.46190476190476193,0.06135285107964347,945
entropy,1,sqrt,50,2,random,0.5,0.0,513
entropy,1,sqrt,50,5,best,0.46190476190476193,0.06135285107964347,945
entropy,1,sqrt,50,5,random,0.5,0.0,513
entropy,1,sqrt,50,10,best,0.46190476190476193,0.06135285107964347,945
entropy,1,sqrt,50,10,random,0.5,0.0,513
entropy,1,sqrt,50,100,best,0.46190476190476193,0.06135285107964347,945
entropy,1,sqrt,50,100,random,0.5,0.0,513
entropy,1,sqrt,100,2,best,0.5,0.0,513
entropy,1,sqrt,100,2,random,0.5,0.0,513
entropy,1,sqrt,100,5,best,0.5,0.0,513
entropy,1,sqrt,100,5,random,0.5,0.0,513
entropy,1,sqrt,100,10,best,0.5,0.0,513
entropy,1,sqrt,100,10,random,0.5,0.0,513
entropy,1,sqrt,100,100,best,0.5,0.0,513
entropy,1,sqrt,100,100,random,0.5,0.0,513
entropy,1,log2,1,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,1,2,random,0.5,0.0,513
entropy,1,log2,1,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,1,5,random,0.5,0.0,513
entropy,1,log2,1,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,1,10,random,0.5,0.0,513
entropy,1,log2,1,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,1,100,random,0.5,0.0,513
entropy,1,log2,5,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,5,2,random,0.5,0.0,513
entropy,1,log2,5,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,5,5,random,0.5,0.0,513
entropy,1,log2,5,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,5,10,random,0.5,0.0,513
entropy,1,log2,5,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,5,100,random,0.5,0.0,513
entropy,1,log2,10,2,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,10,2,random,0.5,0.0,513
entropy,1,log2,10,5,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,10,5,random,0.5,0.0,513
entropy,1,log2,10,10,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,10,10,random,0.5,0.0,513
entropy,1,log2,10,100,best,0.5619047619047619,0.08857654875113465,381
entropy,1,log2,10,100,random,0.5,0.0,513
entropy,1,log2,50,2,best,0.46190476190476193,0.06135285107964347,945
entropy,1,log2,50,2,random,0.5,0.0,513
entropy,1,log2,50,5,best,0.46190476190476193,0.06135285107964347,945
entropy,1,log2,50,5,random,0.5,0.0,513
entropy,1,log2,50,10,best,0.46190476190476193,0.06135285107964347,945
entropy,1,log2,50,10,random,0.5,0.0,513
entropy,1,log2,50,100,best,0.46190476190476193,0.06135285107964347,945
entropy,1,log2,50,100,random,0.5,0.0,513
entropy,1,log2,100,2,best,0.5,0.0,513
entropy,1,log2,100,2,random,0.5,0.0,513
entropy,1,log2,100,5,best,0.5,0.0,513
entropy,1,log2,100,5,random,0.5,0.0,513
entropy,1,log2,100,10,best,0.5,0.0,513
entropy,1,log2,100,10,random,0.5,0.0,513
entropy,1,log2,100,100,best,0.5,0.0,513
entropy,1,log2,100,100,random,0.5,0.0,513
entropy,1,,1,2,best,0.680952380952381,0.0832993127835043,42
entropy,1,,1,2,random,0.5285714285714287,0.01781741612749498,493
entropy,1,,1,5,best,0.680952380952381,0.0832993127835043,42
entropy,1,,1,5,random,0.5285714285714287,0.01781741612749498,493
entropy,1,,1,10,best,0.680952380952381,0.0832993127835043,42
entropy,1,,1,10,random,0.5285714285714287,0.01781741612749498,493
entropy,1,,1,100,best,0.680952380952381,0.0832993127835043,42
entropy,1,,1,100,random,0.5285714285714287,0.01781741612749498,493
entropy,1,,5,2,best,0.680952380952381,0.0832993127835043,42
entropy,1,,5,2,random,0.5333333333333334,0.02428104530282278,441
entropy,1,,5,5,best,0.680952380952381,0.0832993127835043,42
entropy,1,,5,5,random,0.5333333333333334,0.02428104530282278,441
entropy,1,,5,10,best,0.680952380952381,0.0832993127835043,42
entropy,1,,5,10,random,0.5333333333333334,0.02428104530282278,441
entropy,1,,5,100,best,0.680952380952381,0.0832993127835043,42
entropy,1,,5,100,random,0.5333333333333334,0.02428104530282278,441
entropy,1,,10,2,best,0.680952380952381,0.0832993127835043,42
entropy,1,,10,2,random,0.5285714285714286,0.05084322977157767,497
entropy,1,,10,5,best,0.680952380952381,0.0832993127835043,42
entropy,1,,10,5,random,0.5285714285714286,0.05084322977157767,497
entropy,1,,10,10,best,0.680952380952381,0.0832993127835043,42
entropy,1,,10,10,random,0.5285714285714286,0.05084322977157767,497
entropy,1,,10,100,best,0.680952380952381,0.0832993127835043,42
entropy,1,,10,100,random,0.5285714285714286,0.05084322977157767,497
entropy,1,,50,2,best,0.6952380952380952,0.09689042833036099,16
entropy,1,,50,2,random,0.5,0.0,513
entropy,1,,50,5,best,0.6952380952380952,0.09689042833036099,16
entropy,1,,50,5,random,0.5,0.0,513
entropy,1,,50,10,best,0.6952380952380952,0.09689042833036099,16
entropy,1,,50,10,random,0.5,0.0,513
entropy,1,,50,100,best,0.6952380952380952,0.09689042833036099,16
entropy,1,,50,100,random,0.5,0.0,513
entropy,1,,100,2,best,0.5,0.0,513
entropy,1,,100,2,random,0.5,0.0,513
entropy,1,,100,5,best,0.5,0.0,513
entropy,1,,100,5,random,0.5,0.0,513
entropy,1,,100,10,best,0.5,0.0,513
entropy,1,,100,10,random,0.5,0.0,513
entropy,1,,100,100,best,0.5,0.0,513
entropy,1,,100,100,random,0.5,0.0,513
entropy,10,sqrt,1,2,best,0.6428571428571429,0.06734350297014736,228
entropy,10,sqrt,1,2,random,0.6285714285714287,0.02857142857142857,339
entropy,10,sqrt,1,5,best,0.680952380952381,0.04665694748158436,42
entropy,10,sqrt,1,5,random,0.5999999999999999,0.06459361888690729,372
entropy,10,sqrt,1,10,best,0.6285714285714287,0.053452248382484864,339
entropy,10,sqrt,1,10,random,0.5761904761904761,0.08024904545882246,377
entropy,10,sqrt,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,10,sqrt,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,10,sqrt,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,10,sqrt,5,2,random,0.5,0.0,513
entropy,10,sqrt,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,10,sqrt,5,5,random,0.5,0.0,513
entropy,10,sqrt,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,10,sqrt,5,10,random,0.5,0.0,513
entropy,10,sqrt,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,10,sqrt,5,100,random,0.5,0.0,513
entropy,10,sqrt,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,10,sqrt,10,2,random,0.5,0.0,513
entropy,10,sqrt,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,10,sqrt,10,5,random,0.5,0.0,513
entropy,10,sqrt,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,10,sqrt,10,10,random,0.5,0.0,513
entropy,10,sqrt,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,10,sqrt,10,100,random,0.5,0.0,513
entropy,10,sqrt,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,10,sqrt,50,2,random,0.5,0.0,513
entropy,10,sqrt,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,10,sqrt,50,5,random,0.5,0.0,513
entropy,10,sqrt,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,10,sqrt,50,10,random,0.5,0.0,513
entropy,10,sqrt,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,10,sqrt,50,100,random,0.5,0.0,513
entropy,10,sqrt,100,2,best,0.5,0.0,513
entropy,10,sqrt,100,2,random,0.5,0.0,513
entropy,10,sqrt,100,5,best,0.5,0.0,513
entropy,10,sqrt,100,5,random,0.5,0.0,513
entropy,10,sqrt,100,10,best,0.5,0.0,513
entropy,10,sqrt,100,10,random,0.5,0.0,513
entropy,10,sqrt,100,100,best,0.5,0.0,513
entropy,10,sqrt,100,100,random,0.5,0.0,513
entropy,10,log2,1,2,best,0.6428571428571429,0.06734350297014736,228
entropy,10,log2,1,2,random,0.6285714285714287,0.02857142857142857,339
entropy,10,log2,1,5,best,0.680952380952381,0.04665694748158436,42
entropy,10,log2,1,5,random,0.5999999999999999,0.06459361888690729,372
entropy,10,log2,1,10,best,0.6285714285714287,0.053452248382484864,339
entropy,10,log2,1,10,random,0.5761904761904761,0.08024904545882246,377
entropy,10,log2,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,10,log2,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,10,log2,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,10,log2,5,2,random,0.5,0.0,513
entropy,10,log2,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,10,log2,5,5,random,0.5,0.0,513
entropy,10,log2,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,10,log2,5,10,random,0.5,0.0,513
entropy,10,log2,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,10,log2,5,100,random,0.5,0.0,513
entropy,10,log2,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,10,log2,10,2,random,0.5,0.0,513
entropy,10,log2,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,10,log2,10,5,random,0.5,0.0,513
entropy,10,log2,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,10,log2,10,10,random,0.5,0.0,513
entropy,10,log2,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,10,log2,10,100,random,0.5,0.0,513
entropy,10,log2,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,10,log2,50,2,random,0.5,0.0,513
entropy,10,log2,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,10,log2,50,5,random,0.5,0.0,513
entropy,10,log2,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,10,log2,50,10,random,0.5,0.0,513
entropy,10,log2,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,10,log2,50,100,random,0.5,0.0,513
entropy,10,log2,100,2,best,0.5,0.0,513
entropy,10,log2,100,2,random,0.5,0.0,513
entropy,10,log2,100,5,best,0.5,0.0,513
entropy,10,log2,100,5,random,0.5,0.0,513
entropy,10,log2,100,10,best,0.5,0.0,513
entropy,10,log2,100,10,random,0.5,0.0,513
entropy,10,log2,100,100,best,0.5,0.0,513
entropy,10,log2,100,100,random,0.5,0.0,513
entropy,10,,1,2,best,0.6761904761904761,0.05753831415997414,89
entropy,10,,1,2,random,0.6761904761904762,0.10497813183356479,88
entropy,10,,1,5,best,0.6666666666666666,0.07529232524210427,162
entropy,10,,1,5,random,0.6666666666666666,0.05216405309573012,162
entropy,10,,1,10,best,0.6476190476190476,0.08438116736509216,213
entropy,10,,1,10,random,0.7142857142857142,0.09159706696033977,1
entropy,10,,1,100,best,0.680952380952381,0.08192690730516787,42
entropy,10,,1,100,random,0.6428571428571429,0.10647942749998998,228
entropy,10,,5,2,best,0.6285714285714286,0.0885765487511346,351
entropy,10,,5,2,random,0.7095238095238094,0.10583862271853743,2
entropy,10,,5,5,best,0.6285714285714286,0.0885765487511346,351
entropy,10,,5,5,random,0.7095238095238094,0.10583862271853743,2
entropy,10,,5,10,best,0.6285714285714286,0.0885765487511346,351
entropy,10,,5,10,random,0.7095238095238094,0.10583862271853743,2
entropy,10,,5,100,best,0.680952380952381,0.08192690730516787,42
entropy,10,,5,100,random,0.6476190476190476,0.08959470343917512,213
entropy,10,,10,2,best,0.6714285714285715,0.10257456775494292,90
entropy,10,,10,2,random,0.6666666666666667,0.085183541999992,113
entropy,10,,10,5,best,0.6714285714285715,0.10257456775494292,90
entropy,10,,10,5,random,0.6666666666666667,0.085183541999992,113
entropy,10,,10,10,best,0.6714285714285715,0.10257456775494292,90
entropy,10,,10,10,random,0.6666666666666667,0.085183541999992,113
entropy,10,,10,100,best,0.680952380952381,0.08192690730516787,42
entropy,10,,10,100,random,0.6047619047619047,0.07911070345636263,362
entropy,10,,50,2,best,0.6666666666666667,0.07221786137191953,113
entropy,10,,50,2,random,0.5,0.0,513
entropy,10,,50,5,best,0.6666666666666667,0.07221786137191953,113
entropy,10,,50,5,random,0.5,0.0,513
entropy,10,,50,10,best,0.6666666666666667,0.07221786137191953,113
entropy,10,,50,10,random,0.5,0.0,513
entropy,10,,50,100,best,0.6666666666666667,0.07221786137191953,113
entropy,10,,50,100,random,0.5,0.0,513
entropy,10,,100,2,best,0.5,0.0,513
entropy,10,,100,2,random,0.5,0.0,513
entropy,10,,100,5,best,0.5,0.0,513
entropy,10,,100,5,random,0.5,0.0,513
entropy,10,,100,10,best,0.5,0.0,513
entropy,10,,100,10,random,0.5,0.0,513
entropy,10,,100,100,best,0.5,0.0,513
entropy,10,,100,100,random,0.5,0.0,513
entropy,50,sqrt,1,2,best,0.6857142857142857,0.04616837959444121,27
entropy,50,sqrt,1,2,random,0.6666666666666666,0.08109231602822096,162
entropy,50,sqrt,1,5,best,0.6380952380952382,0.06459361888690732,255
entropy,50,sqrt,1,5,random,0.6333333333333334,0.0959497222838566,299
entropy,50,sqrt,1,10,best,0.6285714285714287,0.05753831415997414,339
entropy,50,sqrt,1,10,random,0.6285714285714287,0.09712418121129113,339
entropy,50,sqrt,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,50,sqrt,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,50,sqrt,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,50,sqrt,5,2,random,0.5,0.0,513
entropy,50,sqrt,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,50,sqrt,5,5,random,0.5,0.0,513
entropy,50,sqrt,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,50,sqrt,5,10,random,0.5,0.0,513
entropy,50,sqrt,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,50,sqrt,5,100,random,0.5,0.0,513
entropy,50,sqrt,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,50,sqrt,10,2,random,0.5,0.0,513
entropy,50,sqrt,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,50,sqrt,10,5,random,0.5,0.0,513
entropy,50,sqrt,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,50,sqrt,10,10,random,0.5,0.0,513
entropy,50,sqrt,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,50,sqrt,10,100,random,0.5,0.0,513
entropy,50,sqrt,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,50,sqrt,50,2,random,0.5,0.0,513
entropy,50,sqrt,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,50,sqrt,50,5,random,0.5,0.0,513
entropy,50,sqrt,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,50,sqrt,50,10,random,0.5,0.0,513
entropy,50,sqrt,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,50,sqrt,50,100,random,0.5,0.0,513
entropy,50,sqrt,100,2,best,0.5,0.0,513
entropy,50,sqrt,100,2,random,0.5,0.0,513
entropy,50,sqrt,100,5,best,0.5,0.0,513
entropy,50,sqrt,100,5,random,0.5,0.0,513
entropy,50,sqrt,100,10,best,0.5,0.0,513
entropy,50,sqrt,100,10,random,0.5,0.0,513
entropy,50,sqrt,100,100,best,0.5,0.0,513
entropy,50,sqrt,100,100,random,0.5,0.0,513
entropy,50,log2,1,2,best,0.6857142857142857,0.04616837959444121,27
entropy,50,log2,1,2,random,0.6666666666666666,0.08109231602822096,162
entropy,50,log2,1,5,best,0.6380952380952382,0.06459361888690732,255
entropy,50,log2,1,5,random,0.6333333333333334,0.0959497222838566,299
entropy,50,log2,1,10,best,0.6285714285714287,0.05753831415997414,339
entropy,50,log2,1,10,random,0.6285714285714287,0.09712418121129113,339
entropy,50,log2,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,50,log2,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,50,log2,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,50,log2,5,2,random,0.5,0.0,513
entropy,50,log2,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,50,log2,5,5,random,0.5,0.0,513
entropy,50,log2,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,50,log2,5,10,random,0.5,0.0,513
entropy,50,log2,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,50,log2,5,100,random,0.5,0.0,513
entropy,50,log2,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,50,log2,10,2,random,0.5,0.0,513
entropy,50,log2,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,50,log2,10,5,random,0.5,0.0,513
entropy,50,log2,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,50,log2,10,10,random,0.5,0.0,513
entropy,50,log2,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,50,log2,10,100,random,0.5,0.0,513
entropy,50,log2,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,50,log2,50,2,random,0.5,0.0,513
entropy,50,log2,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,50,log2,50,5,random,0.5,0.0,513
entropy,50,log2,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,50,log2,50,10,random,0.5,0.0,513
entropy,50,log2,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,50,log2,50,100,random,0.5,0.0,513
entropy,50,log2,100,2,best,0.5,0.0,513
entropy,50,log2,100,2,random,0.5,0.0,513
entropy,50,log2,100,5,best,0.5,0.0,513
entropy,50,log2,100,5,random,0.5,0.0,513
entropy,50,log2,100,10,best,0.5,0.0,513
entropy,50,log2,100,10,random,0.5,0.0,513
entropy,50,log2,100,100,best,0.5,0.0,513
entropy,50,log2,100,100,random,0.5,0.0,513
entropy,50,,1,2,best,0.6714285714285714,0.04856209060564555,111
entropy,50,,1,2,random,0.680952380952381,0.08597842897746565,42
entropy,50,,1,5,best,0.6476190476190476,0.05909368402852791,213
entropy,50,,1,5,random,0.6952380952380952,0.07589227357385347,16
entropy,50,,1,10,best,0.6428571428571429,0.0782460796435952,228
entropy,50,,1,10,random,0.6857142857142857,0.0816496580927726,27
entropy,50,,1,100,best,0.680952380952381,0.08192690730516787,42
entropy,50,,1,100,random,0.6428571428571429,0.10647942749998998,228
entropy,50,,5,2,best,0.6333333333333333,0.09594972228385656,324
entropy,50,,5,2,random,0.7095238095238094,0.10583862271853743,2
entropy,50,,5,5,best,0.6333333333333333,0.09594972228385656,324
entropy,50,,5,5,random,0.7095238095238094,0.10583862271853743,2
entropy,50,,5,10,best,0.6333333333333333,0.09594972228385656,324
entropy,50,,5,10,random,0.7095238095238094,0.10583862271853743,2
entropy,50,,5,100,best,0.680952380952381,0.08192690730516787,42
entropy,50,,5,100,random,0.6476190476190476,0.08959470343917512,213
entropy,50,,10,2,best,0.6714285714285715,0.10257456775494292,90
entropy,50,,10,2,random,0.6666666666666667,0.085183541999992,113
entropy,50,,10,5,best,0.6714285714285715,0.10257456775494292,90
entropy,50,,10,5,random,0.6666666666666667,0.085183541999992,113
entropy,50,,10,10,best,0.6714285714285715,0.10257456775494292,90
entropy,50,,10,10,random,0.6666666666666667,0.085183541999992,113
entropy,50,,10,100,best,0.680952380952381,0.08192690730516787,42
entropy,50,,10,100,random,0.6047619047619047,0.07911070345636263,362
entropy,50,,50,2,best,0.6666666666666667,0.07221786137191953,113
entropy,50,,50,2,random,0.5,0.0,513
entropy,50,,50,5,best,0.6666666666666667,0.07221786137191953,113
entropy,50,,50,5,random,0.5,0.0,513
entropy,50,,50,10,best,0.6666666666666667,0.07221786137191953,113
entropy,50,,50,10,random,0.5,0.0,513
entropy,50,,50,100,best,0.6666666666666667,0.07221786137191953,113
entropy,50,,50,100,random,0.5,0.0,513
entropy,50,,100,2,best,0.5,0.0,513
entropy,50,,100,2,random,0.5,0.0,513
entropy,50,,100,5,best,0.5,0.0,513
entropy,50,,100,5,random,0.5,0.0,513
entropy,50,,100,10,best,0.5,0.0,513
entropy,50,,100,10,random,0.5,0.0,513
entropy,50,,100,100,best,0.5,0.0,513
entropy,50,,100,100,random,0.5,0.0,513
entropy,100,sqrt,1,2,best,0.6857142857142857,0.04616837959444121,27
entropy,100,sqrt,1,2,random,0.6666666666666666,0.08109231602822096,162
entropy,100,sqrt,1,5,best,0.6380952380952382,0.06459361888690732,255
entropy,100,sqrt,1,5,random,0.6333333333333334,0.0959497222838566,299
entropy,100,sqrt,1,10,best,0.6285714285714287,0.05753831415997414,339
entropy,100,sqrt,1,10,random,0.6285714285714287,0.09712418121129113,339
entropy,100,sqrt,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,100,sqrt,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,100,sqrt,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,100,sqrt,5,2,random,0.5,0.0,513
entropy,100,sqrt,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,100,sqrt,5,5,random,0.5,0.0,513
entropy,100,sqrt,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,100,sqrt,5,10,random,0.5,0.0,513
entropy,100,sqrt,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,100,sqrt,5,100,random,0.5,0.0,513
entropy,100,sqrt,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,100,sqrt,10,2,random,0.5,0.0,513
entropy,100,sqrt,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,100,sqrt,10,5,random,0.5,0.0,513
entropy,100,sqrt,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,100,sqrt,10,10,random,0.5,0.0,513
entropy,100,sqrt,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,100,sqrt,10,100,random,0.5,0.0,513
entropy,100,sqrt,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,100,sqrt,50,2,random,0.5,0.0,513
entropy,100,sqrt,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,100,sqrt,50,5,random,0.5,0.0,513
entropy,100,sqrt,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,100,sqrt,50,10,random,0.5,0.0,513
entropy,100,sqrt,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,100,sqrt,50,100,random,0.5,0.0,513
entropy,100,sqrt,100,2,best,0.5,0.0,513
entropy,100,sqrt,100,2,random,0.5,0.0,513
entropy,100,sqrt,100,5,best,0.5,0.0,513
entropy,100,sqrt,100,5,random,0.5,0.0,513
entropy,100,sqrt,100,10,best,0.5,0.0,513
entropy,100,sqrt,100,10,random,0.5,0.0,513
entropy,100,sqrt,100,100,best,0.5,0.0,513
entropy,100,sqrt,100,100,random,0.5,0.0,513
entropy,100,log2,1,2,best,0.6857142857142857,0.04616837959444121,27
entropy,100,log2,1,2,random,0.6666666666666666,0.08109231602822096,162
entropy,100,log2,1,5,best,0.6380952380952382,0.06459361888690732,255
entropy,100,log2,1,5,random,0.6333333333333334,0.0959497222838566,299
entropy,100,log2,1,10,best,0.6285714285714287,0.05753831415997414,339
entropy,100,log2,1,10,random,0.6285714285714287,0.09712418121129113,339
entropy,100,log2,1,100,best,0.6571428571428571,0.0761904761904762,170
entropy,100,log2,1,100,random,0.5523809523809524,0.07589227357385345,435
entropy,100,log2,5,2,best,0.6428571428571429,0.09159706696033973,228
entropy,100,log2,5,2,random,0.5,0.0,513
entropy,100,log2,5,5,best,0.6428571428571429,0.09159706696033973,228
entropy,100,log2,5,5,random,0.5,0.0,513
entropy,100,log2,5,10,best,0.6428571428571429,0.09159706696033973,228
entropy,100,log2,5,10,random,0.5,0.0,513
entropy,100,log2,5,100,best,0.6571428571428571,0.0761904761904762,170
entropy,100,log2,5,100,random,0.5,0.0,513
entropy,100,log2,10,2,best,0.6380952380952382,0.09689042833036098,255
entropy,100,log2,10,2,random,0.5,0.0,513
entropy,100,log2,10,5,best,0.6380952380952382,0.09689042833036098,255
entropy,100,log2,10,5,random,0.5,0.0,513
entropy,100,log2,10,10,best,0.6380952380952382,0.09689042833036098,255
entropy,100,log2,10,10,random,0.5,0.0,513
entropy,100,log2,10,100,best,0.6666666666666667,0.06734350297014738,113
entropy,100,log2,10,100,random,0.5,0.0,513
entropy,100,log2,50,2,best,0.5333333333333334,0.10921280896361633,441
entropy,100,log2,50,2,random,0.5,0.0,513
entropy,100,log2,50,5,best,0.5333333333333334,0.10921280896361633,441
entropy,100,log2,50,5,random,0.5,0.0,513
entropy,100,log2,50,10,best,0.5333333333333334,0.10921280896361633,441
entropy,100,log2,50,10,random,0.5,0.0,513
entropy,100,log2,50,100,best,0.5333333333333334,0.10921280896361633,441
entropy,100,log2,50,100,random,0.5,0.0,513
entropy,100,log2,100,2,best,0.5,0.0,513
entropy,100,log2,100,2,random,0.5,0.0,513
entropy,100,log2,100,5,best,0.5,0.0,513
entropy,100,log2,100,5,random,0.5,0.0,513
entropy,100,log2,100,10,best,0.5,0.0,513
entropy,100,log2,100,10,random,0.5,0.0,513
entropy,100,log2,100,100,best,0.5,0.0,513
entropy,100,log2,100,100,random,0.5,0.0,513
entropy,100,,1,2,best,0.6714285714285714,0.04856209060564555,111
entropy,100,,1,2,random,0.680952380952381,0.08597842897746565,42
