criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mean_test_score,std_test_score,rank_test_score
gini,10,,50,2,10,0.6523809523809524,0.09712418121129111,2438
gini,10,,50,2,25,0.638095238095238,0.08438116736509213,2694
gini,10,,50,2,50,0.6142857142857143,0.09689042833036098,2976
gini,10,,50,2,75,0.6095238095238096,0.09943149056105285,3027
gini,10,,50,2,100,0.6190476190476191,0.09159706696033973,2941
gini,10,,50,5,1,0.6238095238095237,0.13915846853526148,2906
gini,10,,50,5,5,0.6761904761904762,0.06494372236659932,2323
gini,10,,50,5,10,0.6523809523809524,0.09712418121129111,2438
gini,10,,50,5,25,0.638095238095238,0.08438116736509213,2694
gini,10,,50,5,50,0.6142857142857143,0.09689042833036098,2976
gini,10,,50,5,75,0.6095238095238096,0.09943149056105285,3027
gini,10,,50,5,100,0.6190476190476191,0.09159706696033973,2941
gini,10,,50,10,1,0.6238095238095237,0.13915846853526148,2906
gini,10,,50,10,5,0.6761904761904762,0.06494372236659932,2323
gini,10,,50,10,10,0.6523809523809524,0.09712418121129111,2438
gini,10,,50,10,25,0.638095238095238,0.08438116736509213,2694
gini,10,,50,10,50,0.6142857142857143,0.09689042833036098,2976
gini,10,,50,10,75,0.6095238095238096,0.09943149056105285,3027
gini,10,,50,10,100,0.6190476190476191,0.09159706696033973,2941
gini,10,,50,100,1,0.6238095238095237,0.13915846853526148,2906
gini,10,,50,100,5,0.6761904761904762,0.06494372236659932,2323
gini,10,,50,100,10,0.6523809523809524,0.09712418121129111,2438
gini,10,,50,100,25,0.638095238095238,0.08438116736509213,2694
gini,10,,50,100,50,0.6142857142857143,0.09689042833036098,2976
gini,10,,50,100,75,0.6095238095238096,0.09943149056105285,3027
gini,10,,50,100,100,0.6190476190476191,0.09159706696033973,2941
gini,10,,100,2,1,0.5,0.0,3197
gini,10,,100,2,5,0.5,0.0,3197
gini,10,,100,2,10,0.5,0.0,3197
gini,10,,100,2,25,0.5,0.0,3197
gini,10,,100,2,50,0.5,0.0,3197
gini,10,,100,2,75,0.5,0.0,3197
gini,10,,100,2,100,0.5,0.0,3197
gini,10,,100,5,1,0.5,0.0,3197
gini,10,,100,5,5,0.5,0.0,3197
gini,10,,100,5,10,0.5,0.0,3197
gini,10,,100,5,25,0.5,0.0,3197
gini,10,,100,5,50,0.5,0.0,3197
gini,10,,100,5,75,0.5,0.0,3197
gini,10,,100,5,100,0.5,0.0,3197
gini,10,,100,10,1,0.5,0.0,3197
gini,10,,100,10,5,0.5,0.0,3197
gini,10,,100,10,10,0.5,0.0,3197
gini,10,,100,10,25,0.5,0.0,3197
gini,10,,100,10,50,0.5,0.0,3197
gini,10,,100,10,75,0.5,0.0,3197
gini,10,,100,10,100,0.5,0.0,3197
gini,10,,100,100,1,0.5,0.0,3197
gini,10,,100,100,5,0.5,0.0,3197
gini,10,,100,100,10,0.5,0.0,3197
gini,10,,100,100,25,0.5,0.0,3197
gini,10,,100,100,50,0.5,0.0,3197
gini,10,,100,100,75,0.5,0.0,3197
gini,10,,100,100,100,0.5,0.0,3197
gini,50,sqrt,1,2,1,0.6857142857142857,0.10367400503370115,2165
gini,50,sqrt,1,2,5,0.680952380952381,0.10168645954315533,2270
gini,50,sqrt,1,2,10,0.6809523809523809,0.10711639884954278,2315
gini,50,sqrt,1,2,25,0.680952380952381,0.05345224838248489,2270
gini,50,sqrt,1,2,50,0.6904761904761905,0.07824607964359515,1954
gini,50,sqrt,1,2,75,0.6904761904761905,0.08109231602822094,1954
gini,50,sqrt,1,2,100,0.7047619047619047,0.07468755781599104,990
gini,50,sqrt,1,5,1,0.5666666666666667,0.06098213559459858,3162
gini,50,sqrt,1,5,5,0.6047619047619047,0.09712418121129116,3089
gini,50,sqrt,1,5,10,0.6761904761904762,0.05128728387747147,2323
gini,50,sqrt,1,5,25,0.6857142857142857,0.06632565846278152,2165
gini,50,sqrt,1,5,50,0.6904761904761905,0.07529232524210425,1954
gini,50,sqrt,1,5,75,0.6857142857142857,0.0816496580927726,2165
gini,50,sqrt,1,5,100,0.6952380952380952,0.08438116736509216,1804
gini,50,sqrt,1,10,1,0.6142857142857143,0.0628138378965377,2976
gini,50,sqrt,1,10,5,0.6666666666666667,0.09159706696033976,2383
gini,50,sqrt,1,10,10,0.680952380952381,0.10279539592820429,2270
gini,50,sqrt,1,10,25,0.7095238095238096,0.07589227357385345,644
gini,50,sqrt,1,10,50,0.7142857142857143,0.07221786137191953,330
gini,50,sqrt,1,10,75,0.7047619047619047,0.08597842897746566,990
gini,50,sqrt,1,10,100,0.7142857142857142,0.08247860988423225,391
gini,50,sqrt,1,100,1,0.519047619047619,0.07589227357385347,3185
gini,50,sqrt,1,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,sqrt,1,100,10,0.7,0.10279539592820433,1430
gini,50,sqrt,1,100,25,0.6904761904761905,0.11167656571008162,1954
gini,50,sqrt,1,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,sqrt,1,100,75,0.7,0.10711639884954276,1430
gini,50,sqrt,1,100,100,0.7095238095238096,0.11605769149479941,644
gini,50,sqrt,2,2,1,0.580952380952381,0.06135285107964345,3158
gini,50,sqrt,2,2,5,0.638095238095238,0.06966066113489423,2694
gini,50,sqrt,2,2,10,0.7238095238095238,0.08464947064110086,108
gini,50,sqrt,2,2,25,0.7238095238095238,0.1005652956282994,108
gini,50,sqrt,2,2,50,0.7238095238095238,0.09110060223670949,108
gini,50,sqrt,2,2,75,0.719047619047619,0.08438116736509213,183
gini,50,sqrt,2,2,100,0.7142857142857143,0.08109231602822094,330
gini,50,sqrt,2,5,1,0.5619047619047619,0.05128728387747147,3166
gini,50,sqrt,2,5,5,0.6428571428571429,0.08247860988423225,2606
gini,50,sqrt,2,5,10,0.7095238095238094,0.07737179432986628,779
gini,50,sqrt,2,5,25,0.7095238095238096,0.0816496580927726,644
gini,50,sqrt,2,5,50,0.7,0.09712418121129116,1430
gini,50,sqrt,2,5,75,0.7285714285714285,0.07619047619047618,54
gini,50,sqrt,2,5,100,0.7333333333333333,0.08024904545882246,9
gini,50,sqrt,2,10,1,0.6333333333333334,0.06834619092574915,2860
gini,50,sqrt,2,10,5,0.6666666666666667,0.05216405309573011,2383
gini,50,sqrt,2,10,10,0.7047619047619047,0.08728715609439695,990
gini,50,sqrt,2,10,25,0.7142857142857142,0.08247860988423225,391
gini,50,sqrt,2,10,50,0.7285714285714286,0.06666666666666667,21
gini,50,sqrt,2,10,75,0.719047619047619,0.06801360408136047,183
gini,50,sqrt,2,10,100,0.7285714285714285,0.06494372236659932,54
gini,50,sqrt,2,100,1,0.519047619047619,0.07589227357385347,3185
gini,50,sqrt,2,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,sqrt,2,100,10,0.7,0.10279539592820433,1430
gini,50,sqrt,2,100,25,0.6904761904761905,0.11167656571008162,1954
gini,50,sqrt,2,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,sqrt,2,100,75,0.7,0.10711639884954276,1430
gini,50,sqrt,2,100,100,0.7095238095238096,0.11605769149479941,644
gini,50,sqrt,5,2,1,0.6095238095238095,0.09355658430661189,3062
gini,50,sqrt,5,2,5,0.7,0.05753831415997416,1430
gini,50,sqrt,5,2,10,0.6904761904761905,0.06563832739090582,1954
gini,50,sqrt,5,2,25,0.7,0.08857654875113462,1430
gini,50,sqrt,5,2,50,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,2,75,0.7142857142857142,0.0975900072948533,391
gini,50,sqrt,5,2,100,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,5,1,0.6095238095238095,0.09355658430661189,3062
gini,50,sqrt,5,5,5,0.7,0.05753831415997416,1430
gini,50,sqrt,5,5,10,0.6904761904761905,0.06563832739090582,1954
gini,50,sqrt,5,5,25,0.7,0.08857654875113462,1430
gini,50,sqrt,5,5,50,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,5,75,0.7142857142857142,0.0975900072948533,391
gini,50,sqrt,5,5,100,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,10,1,0.6095238095238095,0.09355658430661189,3062
gini,50,sqrt,5,10,5,0.7,0.05753831415997416,1430
gini,50,sqrt,5,10,10,0.6904761904761905,0.06563832739090582,1954
gini,50,sqrt,5,10,25,0.7,0.08857654875113462,1430
gini,50,sqrt,5,10,50,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,10,75,0.7142857142857142,0.0975900072948533,391
gini,50,sqrt,5,10,100,0.7190476190476189,0.10367400503370112,231
gini,50,sqrt,5,100,1,0.4999999999999999,0.04994327848429294,3869
gini,50,sqrt,5,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,sqrt,5,100,10,0.7,0.10279539592820433,1430
gini,50,sqrt,5,100,25,0.7,0.11328930717495539,1430
gini,50,sqrt,5,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,sqrt,5,100,75,0.7,0.10711639884954276,1430
gini,50,sqrt,5,100,100,0.7047619047619047,0.1092128089636163,990
gini,50,sqrt,10,2,1,0.6285714285714286,0.04416008807378907,2882
gini,50,sqrt,10,2,5,0.7,0.10816968277714806,1430
gini,50,sqrt,10,2,10,0.7,0.07158712561129955,1430
gini,50,sqrt,10,2,25,0.7,0.08984743935292001,1430
gini,50,sqrt,10,2,50,0.6904761904761905,0.09642122253007898,1954
gini,50,sqrt,10,2,75,0.6952380952380952,0.09452111067275813,1804
gini,50,sqrt,10,2,100,0.7047619047619047,0.10168645954315533,990
gini,50,sqrt,10,5,1,0.6285714285714286,0.04416008807378907,2882
gini,50,sqrt,10,5,5,0.7,0.10816968277714806,1430
gini,50,sqrt,10,5,10,0.7,0.07158712561129955,1430
gini,50,sqrt,10,5,25,0.7,0.08984743935292001,1430
gini,50,sqrt,10,5,50,0.6904761904761905,0.09642122253007898,1954
gini,50,sqrt,10,5,75,0.6952380952380952,0.09452111067275813,1804
gini,50,sqrt,10,5,100,0.7047619047619047,0.10168645954315533,990
gini,50,sqrt,10,10,1,0.6285714285714286,0.04416008807378907,2882
gini,50,sqrt,10,10,5,0.7,0.10816968277714806,1430
gini,50,sqrt,10,10,10,0.7,0.07158712561129955,1430
gini,50,sqrt,10,10,25,0.7,0.08984743935292001,1430
gini,50,sqrt,10,10,50,0.6904761904761905,0.09642122253007898,1954
gini,50,sqrt,10,10,75,0.6952380952380952,0.09452111067275813,1804
gini,50,sqrt,10,10,100,0.7047619047619047,0.10168645954315533,990
gini,50,sqrt,10,100,1,0.49523809523809526,0.06632565846278153,3897
gini,50,sqrt,10,100,5,0.7142857142857142,0.10101525445522105,391
gini,50,sqrt,10,100,10,0.7047619047619047,0.10921280896361632,990
gini,50,sqrt,10,100,25,0.6857142857142857,0.10900498230723424,2165
gini,50,sqrt,10,100,50,0.7142857142857142,0.10540925533894598,391
gini,50,sqrt,10,100,75,0.6952380952380952,0.10476190476190476,1804
gini,50,sqrt,10,100,100,0.7047619047619048,0.11722412976277306,945
gini,50,sqrt,50,2,1,0.42857142857142855,0.06023386019368342,3969
gini,50,sqrt,50,2,5,0.6904761904761905,0.10753895038701154,1954
gini,50,sqrt,50,2,10,0.6476190476190475,0.11208192662799826,2542
gini,50,sqrt,50,2,25,0.6428571428571428,0.11761037176408064,2623
gini,50,sqrt,50,2,50,0.6523809523809524,0.10711639884954276,2438
gini,50,sqrt,50,2,75,0.638095238095238,0.11208192662799826,2694
gini,50,sqrt,50,2,100,0.638095238095238,0.11308897225750397,2694
gini,50,sqrt,50,5,1,0.42857142857142855,0.06023386019368342,3969
gini,50,sqrt,50,5,5,0.6904761904761905,0.10753895038701154,1954
gini,50,sqrt,50,5,10,0.6476190476190475,0.11208192662799826,2542
gini,50,sqrt,50,5,25,0.6428571428571428,0.11761037176408064,2623
gini,50,sqrt,50,5,50,0.6523809523809524,0.10711639884954276,2438
gini,50,sqrt,50,5,75,0.638095238095238,0.11208192662799826,2694
gini,50,sqrt,50,5,100,0.638095238095238,0.11308897225750397,2694
gini,50,sqrt,50,10,1,0.42857142857142855,0.06023386019368342,3969
gini,50,sqrt,50,10,5,0.6904761904761905,0.10753895038701154,1954
gini,50,sqrt,50,10,10,0.6476190476190475,0.11208192662799826,2542
gini,50,sqrt,50,10,25,0.6428571428571428,0.11761037176408064,2623
gini,50,sqrt,50,10,50,0.6523809523809524,0.10711639884954276,2438
gini,50,sqrt,50,10,75,0.638095238095238,0.11208192662799826,2694
gini,50,sqrt,50,10,100,0.638095238095238,0.11308897225750397,2694
gini,50,sqrt,50,100,1,0.42857142857142855,0.06023386019368342,3969
gini,50,sqrt,50,100,5,0.6904761904761905,0.10753895038701154,1954
gini,50,sqrt,50,100,10,0.6476190476190475,0.11208192662799826,2542
gini,50,sqrt,50,100,25,0.6428571428571428,0.11761037176408064,2623
gini,50,sqrt,50,100,50,0.6523809523809524,0.10711639884954276,2438
gini,50,sqrt,50,100,75,0.638095238095238,0.11208192662799826,2694
gini,50,sqrt,50,100,100,0.638095238095238,0.11308897225750397,2694
gini,50,sqrt,100,2,1,0.5,0.0,3197
gini,50,sqrt,100,2,5,0.5,0.0,3197
gini,50,sqrt,100,2,10,0.5,0.0,3197
gini,50,sqrt,100,2,25,0.5,0.0,3197
gini,50,sqrt,100,2,50,0.5,0.0,3197
gini,50,sqrt,100,2,75,0.5,0.0,3197
gini,50,sqrt,100,2,100,0.5,0.0,3197
gini,50,sqrt,100,5,1,0.5,0.0,3197
gini,50,sqrt,100,5,5,0.5,0.0,3197
gini,50,sqrt,100,5,10,0.5,0.0,3197
gini,50,sqrt,100,5,25,0.5,0.0,3197
gini,50,sqrt,100,5,50,0.5,0.0,3197
gini,50,sqrt,100,5,75,0.5,0.0,3197
gini,50,sqrt,100,5,100,0.5,0.0,3197
gini,50,sqrt,100,10,1,0.5,0.0,3197
gini,50,sqrt,100,10,5,0.5,0.0,3197
gini,50,sqrt,100,10,10,0.5,0.0,3197
gini,50,sqrt,100,10,25,0.5,0.0,3197
gini,50,sqrt,100,10,50,0.5,0.0,3197
gini,50,sqrt,100,10,75,0.5,0.0,3197
gini,50,sqrt,100,10,100,0.5,0.0,3197
gini,50,sqrt,100,100,1,0.5,0.0,3197
gini,50,sqrt,100,100,5,0.5,0.0,3197
gini,50,sqrt,100,100,10,0.5,0.0,3197
gini,50,sqrt,100,100,25,0.5,0.0,3197
gini,50,sqrt,100,100,50,0.5,0.0,3197
gini,50,sqrt,100,100,75,0.5,0.0,3197
gini,50,sqrt,100,100,100,0.5,0.0,3197
gini,50,log2,1,2,1,0.6857142857142857,0.10367400503370115,2165
gini,50,log2,1,2,5,0.680952380952381,0.10168645954315533,2270
gini,50,log2,1,2,10,0.6809523809523809,0.10711639884954278,2315
gini,50,log2,1,2,25,0.680952380952381,0.05345224838248489,2270
gini,50,log2,1,2,50,0.6904761904761905,0.07824607964359515,1954
gini,50,log2,1,2,75,0.6904761904761905,0.08109231602822094,1954
gini,50,log2,1,2,100,0.7047619047619047,0.07468755781599104,990
gini,50,log2,1,5,1,0.5666666666666667,0.06098213559459858,3162
gini,50,log2,1,5,5,0.6047619047619047,0.09712418121129116,3089
gini,50,log2,1,5,10,0.6761904761904762,0.05128728387747147,2323
gini,50,log2,1,5,25,0.6857142857142857,0.06632565846278152,2165
gini,50,log2,1,5,50,0.6904761904761905,0.07529232524210425,1954
gini,50,log2,1,5,75,0.6857142857142857,0.0816496580927726,2165
gini,50,log2,1,5,100,0.6952380952380952,0.08438116736509216,1804
gini,50,log2,1,10,1,0.6142857142857143,0.0628138378965377,2976
gini,50,log2,1,10,5,0.6666666666666667,0.09159706696033976,2383
gini,50,log2,1,10,10,0.680952380952381,0.10279539592820429,2270
gini,50,log2,1,10,25,0.7095238095238096,0.07589227357385345,644
gini,50,log2,1,10,50,0.7142857142857143,0.07221786137191953,330
gini,50,log2,1,10,75,0.7047619047619047,0.08597842897746566,990
gini,50,log2,1,10,100,0.7142857142857142,0.08247860988423225,391
gini,50,log2,1,100,1,0.519047619047619,0.07589227357385347,3185
gini,50,log2,1,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,log2,1,100,10,0.7,0.10279539592820433,1430
gini,50,log2,1,100,25,0.6904761904761905,0.11167656571008162,1954
gini,50,log2,1,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,log2,1,100,75,0.7,0.10711639884954276,1430
gini,50,log2,1,100,100,0.7095238095238096,0.11605769149479941,644
gini,50,log2,2,2,1,0.580952380952381,0.06135285107964345,3158
gini,50,log2,2,2,5,0.638095238095238,0.06966066113489423,2694
gini,50,log2,2,2,10,0.7238095238095238,0.08464947064110086,108
gini,50,log2,2,2,25,0.7238095238095238,0.1005652956282994,108
gini,50,log2,2,2,50,0.7238095238095238,0.09110060223670949,108
gini,50,log2,2,2,75,0.719047619047619,0.08438116736509213,183
gini,50,log2,2,2,100,0.7142857142857143,0.08109231602822094,330
gini,50,log2,2,5,1,0.5619047619047619,0.05128728387747147,3166
gini,50,log2,2,5,5,0.6428571428571429,0.08247860988423225,2606
gini,50,log2,2,5,10,0.7095238095238094,0.07737179432986628,779
gini,50,log2,2,5,25,0.7095238095238096,0.0816496580927726,644
gini,50,log2,2,5,50,0.7,0.09712418121129116,1430
gini,50,log2,2,5,75,0.7285714285714285,0.07619047619047618,54
gini,50,log2,2,5,100,0.7333333333333333,0.08024904545882246,9
gini,50,log2,2,10,1,0.6333333333333334,0.06834619092574915,2860
gini,50,log2,2,10,5,0.6666666666666667,0.05216405309573011,2383
gini,50,log2,2,10,10,0.7047619047619047,0.08728715609439695,990
gini,50,log2,2,10,25,0.7142857142857142,0.08247860988423225,391
gini,50,log2,2,10,50,0.7285714285714286,0.06666666666666667,21
gini,50,log2,2,10,75,0.719047619047619,0.06801360408136047,183
gini,50,log2,2,10,100,0.7285714285714285,0.06494372236659932,54
gini,50,log2,2,100,1,0.519047619047619,0.07589227357385347,3185
gini,50,log2,2,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,log2,2,100,10,0.7,0.10279539592820433,1430
gini,50,log2,2,100,25,0.6904761904761905,0.11167656571008162,1954
gini,50,log2,2,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,log2,2,100,75,0.7,0.10711639884954276,1430
gini,50,log2,2,100,100,0.7095238095238096,0.11605769149479941,644
gini,50,log2,5,2,1,0.6095238095238095,0.09355658430661189,3062
gini,50,log2,5,2,5,0.7,0.05753831415997416,1430
gini,50,log2,5,2,10,0.6904761904761905,0.06563832739090582,1954
gini,50,log2,5,2,25,0.7,0.08857654875113462,1430
gini,50,log2,5,2,50,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,2,75,0.7142857142857142,0.0975900072948533,391
gini,50,log2,5,2,100,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,5,1,0.6095238095238095,0.09355658430661189,3062
gini,50,log2,5,5,5,0.7,0.05753831415997416,1430
gini,50,log2,5,5,10,0.6904761904761905,0.06563832739090582,1954
gini,50,log2,5,5,25,0.7,0.08857654875113462,1430
gini,50,log2,5,5,50,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,5,75,0.7142857142857142,0.0975900072948533,391
gini,50,log2,5,5,100,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,10,1,0.6095238095238095,0.09355658430661189,3062
gini,50,log2,5,10,5,0.7,0.05753831415997416,1430
gini,50,log2,5,10,10,0.6904761904761905,0.06563832739090582,1954
gini,50,log2,5,10,25,0.7,0.08857654875113462,1430
gini,50,log2,5,10,50,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,10,75,0.7142857142857142,0.0975900072948533,391
gini,50,log2,5,10,100,0.7190476190476189,0.10367400503370112,231
gini,50,log2,5,100,1,0.4999999999999999,0.04994327848429294,3869
gini,50,log2,5,100,5,0.6904761904761905,0.07529232524210427,1954
gini,50,log2,5,100,10,0.7,0.10279539592820433,1430
gini,50,log2,5,100,25,0.7,0.11328930717495539,1430
gini,50,log2,5,100,50,0.7047619047619047,0.1005652956282994,990
gini,50,log2,5,100,75,0.7,0.10711639884954276,1430
gini,50,log2,5,100,100,0.7047619047619047,0.1092128089636163,990
gini,50,log2,10,2,1,0.6285714285714286,0.04416008807378907,2882
gini,50,log2,10,2,5,0.7,0.10816968277714806,1430
gini,50,log2,10,2,10,0.7,0.07158712561129955,1430
gini,50,log2,10,2,25,0.7,0.08984743935292001,1430
gini,50,log2,10,2,50,0.6904761904761905,0.09642122253007898,1954
gini,50,log2,10,2,75,0.6952380952380952,0.09452111067275813,1804
gini,50,log2,10,2,100,0.7047619047619047,0.10168645954315533,990
gini,50,log2,10,5,1,0.6285714285714286,0.04416008807378907,2882
gini,50,log2,10,5,5,0.7,0.10816968277714806,1430
gini,50,log2,10,5,10,0.7,0.07158712561129955,1430
gini,50,log2,10,5,25,0.7,0.08984743935292001,1430
gini,50,log2,10,5,50,0.6904761904761905,0.09642122253007898,1954
gini,50,log2,10,5,75,0.6952380952380952,0.09452111067275813,1804
gini,50,log2,10,5,100,0.7047619047619047,0.10168645954315533,990
gini,50,log2,10,10,1,0.6285714285714286,0.04416008807378907,2882
gini,50,log2,10,10,5,0.7,0.10816968277714806,1430
gini,50,log2,10,10,10,0.7,0.07158712561129955,1430
gini,50,log2,10,10,25,0.7,0.08984743935292001,1430
gini,50,log2,10,10,50,0.6904761904761905,0.09642122253007898,1954
gini,50,log2,10,10,75,0.6952380952380952,0.09452111067275813,1804
gini,50,log2,10,10,100,0.7047619047619047,0.10168645954315533,990
gini,50,log2,10,100,1,0.49523809523809526,0.06632565846278153,3897
gini,50,log2,10,100,5,0.7142857142857142,0.10101525445522105,391
gini,50,log2,10,100,10,0.7047619047619047,0.10921280896361632,990
gini,50,log2,10,100,25,0.6857142857142857,0.10900498230723424,2165
gini,50,log2,10,100,50,0.7142857142857142,0.10540925533894598,391
gini,50,log2,10,100,75,0.6952380952380952,0.10476190476190476,1804
gini,50,log2,10,100,100,0.7047619047619048,0.11722412976277306,945
gini,50,log2,50,2,1,0.42857142857142855,0.06023386019368342,3969
gini,50,log2,50,2,5,0.6904761904761905,0.10753895038701154,1954
gini,50,log2,50,2,10,0.6476190476190475,0.11208192662799826,2542
gini,50,log2,50,2,25,0.6428571428571428,0.11761037176408064,2623
gini,50,log2,50,2,50,0.6523809523809524,0.10711639884954276,2438
gini,50,log2,50,2,75,0.638095238095238,0.11208192662799826,2694
gini,50,log2,50,2,100,0.638095238095238,0.11308897225750397,2694
gini,50,log2,50,5,1,0.42857142857142855,0.06023386019368342,3969
gini,50,log2,50,5,5,0.6904761904761905,0.10753895038701154,1954
gini,50,log2,50,5,10,0.6476190476190475,0.11208192662799826,2542
gini,50,log2,50,5,25,0.6428571428571428,0.11761037176408064,2623
gini,50,log2,50,5,50,0.6523809523809524,0.10711639884954276,2438
gini,50,log2,50,5,75,0.638095238095238,0.11208192662799826,2694
gini,50,log2,50,5,100,0.638095238095238,0.11308897225750397,2694
gini,50,log2,50,10,1,0.42857142857142855,0.06023386019368342,3969
gini,50,log2,50,10,5,0.6904761904761905,0.10753895038701154,1954
gini,50,log2,50,10,10,0.6476190476190475,0.11208192662799826,2542
gini,50,log2,50,10,25,0.6428571428571428,0.11761037176408064,2623
gini,50,log2,50,10,50,0.6523809523809524,0.10711639884954276,2438
gini,50,log2,50,10,75,0.638095238095238,0.11208192662799826,2694
gini,50,log2,50,10,100,0.638095238095238,0.11308897225750397,2694
gini,50,log2,50,100,1,0.42857142857142855,0.06023386019368342,3969
gini,50,log2,50,100,5,0.6904761904761905,0.10753895038701154,1954
gini,50,log2,50,100,10,0.6476190476190475,0.11208192662799826,2542
gini,50,log2,50,100,25,0.6428571428571428,0.11761037176408064,2623
gini,50,log2,50,100,50,0.6523809523809524,0.10711639884954276,2438
gini,50,log2,50,100,75,0.638095238095238,0.11208192662799826,2694
gini,50,log2,50,100,100,0.638095238095238,0.11308897225750397,2694
gini,50,log2,100,2,1,0.5,0.0,3197
gini,50,log2,100,2,5,0.5,0.0,3197
gini,50,log2,100,2,10,0.5,0.0,3197
gini,50,log2,100,2,25,0.5,0.0,3197
gini,50,log2,100,2,50,0.5,0.0,3197
gini,50,log2,100,2,75,0.5,0.0,3197
gini,50,log2,100,2,100,0.5,0.0,3197
gini,50,log2,100,5,1,0.5,0.0,3197
gini,50,log2,100,5,5,0.5,0.0,3197
gini,50,log2,100,5,10,0.5,0.0,3197
gini,50,log2,100,5,25,0.5,0.0,3197
gini,50,log2,100,5,50,0.5,0.0,3197
gini,50,log2,100,5,75,0.5,0.0,3197
gini,50,log2,100,5,100,0.5,0.0,3197
gini,50,log2,100,10,1,0.5,0.0,3197
gini,50,log2,100,10,5,0.5,0.0,3197
gini,50,log2,100,10,10,0.5,0.0,3197
gini,50,log2,100,10,25,0.5,0.0,3197
gini,50,log2,100,10,50,0.5,0.0,3197
gini,50,log2,100,10,75,0.5,0.0,3197
gini,50,log2,100,10,100,0.5,0.0,3197
gini,50,log2,100,100,1,0.5,0.0,3197
gini,50,log2,100,100,5,0.5,0.0,3197
gini,50,log2,100,100,10,0.5,0.0,3197
gini,50,log2,100,100,25,0.5,0.0,3197
gini,50,log2,100,100,50,0.5,0.0,3197
gini,50,log2,100,100,75,0.5,0.0,3197
gini,50,log2,100,100,100,0.5,0.0,3197
gini,50,,1,2,1,0.5904761904761905,0.11605769149479943,3130
gini,50,,1,2,5,0.6666666666666667,0.09874495882537011,2383
gini,50,,1,2,10,0.6952380952380952,0.06801360408136047,1804
gini,50,,1,2,25,0.6952380952380952,0.059093684028527875,1804
gini,50,,1,2,50,0.6952380952380952,0.07438333024673005,1804
gini,50,,1,2,75,0.6857142857142857,0.07589227357385346,2165
gini,50,,1,2,100,0.6904761904761905,0.07377111135633174,1954
gini,50,,1,5,1,0.6047619047619047,0.08728715609439697,3089
gini,50,,1,5,5,0.680952380952381,0.06317380553057905,2270
gini,50,,1,5,10,0.6904761904761905,0.0542940678618637,1954
gini,50,,1,5,25,0.680952380952381,0.06494372236659932,2270
gini,50,,1,5,50,0.7095238095238094,0.06459361888690733,779
gini,50,,1,5,75,0.6857142857142857,0.06966066113489425,2165
gini,50,,1,5,100,0.6952380952380953,0.07284313590846835,1793
gini,50,,1,10,1,0.5619047619047619,0.08053111678708459,3166
gini,50,,1,10,5,0.6523809523809524,0.06317380553057904,2438
gini,50,,1,10,10,0.7047619047619047,0.04665694748158433,990
gini,50,,1,10,25,0.6952380952380952,0.05512303287042964,1804
gini,50,,1,10,50,0.7142857142857143,0.05832118435198043,330
gini,50,,1,10,75,0.7142857142857142,0.07221786137191953,391
gini,50,,1,10,100,0.7047619047619047,0.07315376902732008,990
gini,50,,1,100,1,0.7142857142857142,0.10101525445522105,391
gini,50,,1,100,5,0.7142857142857142,0.10101525445522105,391
gini,50,,1,100,10,0.7047619047619047,0.10921280896361632,990
gini,50,,1,100,25,0.7047619047619047,0.10921280896361632,990
gini,50,,1,100,50,0.7095238095238094,0.10476190476190474,779
gini,50,,1,100,75,0.7047619047619047,0.10921280896361632,990
gini,50,,1,100,100,0.7047619047619047,0.10921280896361632,990
gini,50,,2,2,1,0.6190476190476191,0.0656383273909058,2941
gini,50,,2,2,5,0.6619047619047619,0.05302632726504784,2410
gini,50,,2,2,10,0.7,0.055532875189002885,1430
gini,50,,2,2,25,0.6857142857142857,0.05909368402852787,2165
gini,50,,2,2,50,0.7047619047619048,0.07158712561129955,945
gini,50,,2,2,75,0.680952380952381,0.06998542122237651,2270
gini,50,,2,2,100,0.680952380952381,0.08053111678708459,2270
gini,50,,2,5,1,0.6190476190476192,0.07221786137191953,2938
gini,50,,2,5,5,0.6619047619047619,0.06098213559459858,2410
gini,50,,2,5,10,0.7047619047619047,0.04151332327181595,990
